index, V1, N1, N2, N3, N4, N5, N6, N7, N8, V1, E1, E2, E3, E4, E5, E6, E7, E8, V1, S1, S2, S3, S4, S5, S6, S7, S8, V1, W1, W2, W3, W4, W5, W6, W7, W8, V1, C1, C2, C3, C4, C5, C6, C7, C8
168, 0.36220473, 861, 770, 536, 404, 482, 765, 442, 938, 0.35433072, 414, 505, 483, 478, 472, 947, 579, 589, 0.36220473, 861, 408, 803, 488, 412, 475, 877, 414, 0.36220473, 938, 945, 507, 1024, 874, 920, 807, 589, 0.33070865, 161, 513, 326, 106, 49, 94, 199, 284
169, 0.37007874, 343, 325, 927, 836, 830, 391, 884, 439, 0.36220473, 763, 890, 904, 1025, 943, 350, 1117, 952, 0.37007874, 343, 713, 418, 796, 838, 843, 417, 763, 0.37007874, 439, 443, 369, 563, 475, 412, 403, 952, 0.33858266, 59, 112, 121, 115, 33, 66, 86, 103
170, 0.37795275, 339, 426, 339, 376, 496, 319, 486, 379, 0.37007874, 359, 321, 464, 526, 450, 349, 372, 392, 0.37795275, 339, 442, 349, 489, 354, 429, 317, 359, 0.37795275, 379, 332, 800, 376, 368, 386, 364, 392, 0.3464567, 62, 182, 183, 142, 61, 125, 186, 201
171, 0.38582677, 634, 499, 472, 242, 301, 515, 347, 603, 0.37795275, 339, 253, 322, 337, 343, 508, 343, 349, 0.38582677, 634, 321, 446, 406, 386, 336, 483, 339, 0.38582677, 603, 632, 433, 636, 710, 611, 696, 349, 0.35433072, 33, 43, 45, 30, 44, 67, 32, 70
172, 0.39370078, 352, 413, 550, 655, 604, 533, 506, 506, 0.38582677, 455, 588, 454, 547, 635, 388, 492, 755, 0.39370078, 352, 528, 394, 627, 584, 441, 386, 455, 0.39370078, 506, 442, 409, 461, 464, 384, 379, 755, 0.36220473, 49, 49, 82, 63, 43, 99, 94, 78
173, 0.4015748, 475, 416, 467, 444, 413, 419, 594, 428, 0.39370078, 469, 426, 431, 453, 470, 380, 386, 401, 0.4015748, 475, 446, 527, 398, 528, 348, 492, 469, 0.4015748, 428, 448, 466, 535, 380, 317, 391, 401, 0.37007874, 73, 266, 252, 191, 56, 190, 204, 173
174, 0.40944883, 515, 447, 444, 348, 399, 425, 466, 438, 0.4015748, 524, 369, 423, 390, 484, 469, 366, 412, 0.40944883, 515, 461, 515, 415, 481, 438, 375, 524, 0.40944883, 438, 460, 378, 584, 498, 449, 518, 412, 0.37795275, 81, 66, 71, 74, 38, 78, 82, 47
175, 0.41732284, 389, 331, 569, 481, 565, 284, 352, 390, 0.40944883, 393, 548, 472, 487, 528, 400, 476, 457, 0.41732284, 389, 421, 343, 497, 516, 488, 332, 393, 0.41732284, 390, 284, 426, 404, 305, 346, 344, 457, 0.38582677, 60, 156, 129, 136, 77, 196, 216, 139
176, 0.42519686, 413, 386, 401, 330, 337, 412, 339, 446, 0.41732284, 316, 386, 299, 325, 304, 377, 270, 281, 0.42519686, 413, 315, 407, 329, 340, 327, 465, 316, 0.42519686, 446, 464, 437, 548, 577, 487, 476, 281, 0.39370078, 42, 195, 213, 105, 45, 128, 187, 165
177, 0.43307087, 276, 367, 519, 507, 482, 428, 294, 378, 0.42519686, 362, 495, 447, 504, 424, 271, 458, 468, 0.43307087, 276, 430, 381, 513, 507, 489, 391, 362, 0.43307087, 378, 372, 613, 377, 412, 401, 398, 468, 0.4015748, 120, 87, 89, 45, 48, 81, 74, 112
178, 0.44094488, 452, 640, 282, 420, 345, 634, 301, 648, 0.43307087, 301, 293, 423, 350, 280, 553, 314, 378, 0.44094488, 452, 413, 547, 437, 400, 355, 586, 301, 0.44094488, 648, 599, 380, 524, 664, 598, 557, 378, 0.40944883, 38, 153, 211, 156, 45, 134, 190, 203
179, 0.4488189, 359, 393, 580, 621, 636, 448, 608, 494, 0.44094488, 434, 572, 700, 591, 618, 459, 560, 533, 0.4488189, 359, 567, 396, 540, 601, 557, 365, 434, 0.4488189, 494, 458, 784, 414, 496, 436, 317, 533, 0.41732284, 53, 37, 68, 73, 31, 75, 63, 91
180, 0.4566929, 801, 938, 393, 425, 466, 869, 445, 699, 0.4488189, 405, 457, 353, 426, 339, 803, 278, 361, 0.4566929, 801, 397, 722, 381, 461, 415, 630, 405, 0.4566929, 699, 779, 986, 681, 743, 739, 885, 361, 0.42519686, 36, 298, 252, 198, 51, 187, 290, 263
181, 0.46456692, 845, 908, 790, 704, 683, 866, 750, 708, 0.4566929, 797, 757, 753, 613, 607, 765, 610, 736, 0.46456692, 845, 803, 893, 692, 677, 736, 880, 797, 0.46456692, 708, 964, 831, 845, 926, 931, 971, 736, 0.43307087, 165, 431, 355, 161, 79, 116, 142, 191
182, 0.47244096, 812, 779, 1260, 950, 795, 649, 773, 921, 0.46456692, 584, 784, 934, 1030, 800, 734, 678, 686, 0.47244096, 812, 817, 806, 906, 746, 871, 1069, 584, 0.47244096, 921, 698, 776, 706, 825, 630, 903, 686, 0.44094488, 96, 245, 187, 139, 37, 131, 203, 201
183, 0.48031497, 648, 983, 734, 902, 791, 829, 875, 1182, 0.47244096, 674, 662, 760, 687, 882, 714, 825, 698, 0.48031497, 648, 616, 656, 676, 790, 629, 746, 674, 0.48031497, 1182, 921, 558, 857, 983, 750, 782, 698, 0.4488189, 48, 230, 156, 181, 64, 124, 155, 166
184, 0.48818898, 588, 685, 847, 1141, 765, 619, 971, 615, 0.48031497, 932, 717, 530, 856, 790, 546, 611, 766, 0.48818898, 588, 851, 593, 979, 846, 759, 532, 932, 0.48818898, 615, 521, 752, 508, 459, 416, 704, 766, 0.4566929, 70, 244, 288, 138, 68, 122, 194, 216
185, 0.496063, 1110, 757, 620, 707, 807, 928, 478, 830, 0.48818898, 616, 571, 577, 520, 400, 1028, 548, 540, 0.496063, 1110, 568, 911, 585, 569, 536, 803, 616, 0.496063, 830, 928, 1066, 1012, 877, 1007, 766, 540, 0.46456692, 56, 67, 77, 75, 88, 66, 64, 61
186, 0.503937, 1303, 1336, 1171, 933, 1117, 1297, 980, 1015, 0.496063, 771, 947, 1012, 990, 783, 1240, 907, 849, 0.503937, 1303, 630, 999, 881, 822, 912, 1148, 771, 0.503937, 1015, 1114, 1590, 1092, 1029, 890, 1176, 849, 0.47244096, 79, 146, 121, 75, 57, 94, 99, 156
187, 0.511811, 1737, 1743, 1080, 978, 1348, 1660, 1248, 1639, 0.503937, 1079, 1375, 1202, 1032, 1398, 1418, 1138, 1374, 0.511811, 1737, 1217, 1666, 1198, 1092, 1137, 1848, 1079, 0.511811, 1639, 1868, 1434, 1829, 1612, 1570, 1539, 1374, 0.48031497, 94, 129, 152, 105, 100, 96, 119, 96
188, 0.51968503, 1218, 1306, 1530, 1525, 1708, 1431, 1588, 1144, 0.511811, 1570, 1408, 1375, 1746, 1325, 1139, 1468, 1389, 0.51968503, 1218, 1754, 1569, 1305, 2031, 1754, 1234, 1570, 0.51968503, 1144, 1267, 1653, 1136, 1757, 1401, 1416, 1389, 0.48818898, 67, 508, 351, 189, 76, 193, 294, 326
189, 0.52755904, 1185, 1456, 1271, 1659, 1124, 1404, 1347, 1451, 0.51968503, 1167, 1515, 1397, 1020, 1177, 1886, 1127, 953, 0.52755904, 1185, 1248, 1242, 1173, 1274, 1091, 1264, 1167, 0.52755904, 1451, 1353, 1190, 1433, 1222, 1692, 1698, 953, 0.496063, 52, 50, 75, 60, 80, 41, 70, 59
190, 0.53543305, 1046, 1132, 1439, 1333, 1498, 1282, 1493, 974, 0.52755904, 1434, 1498, 1512, 1451, 1797, 1190, 1536, 1761, 0.53543305, 1046, 1374, 1137, 1637, 1195, 1655, 1196, 1434, 0.53543305, 974, 1043, 1534, 1270, 899, 1164, 1020, 1761, 0.503937, 92, 260, 236, 211, 77, 162, 197, 273
191, 0.54330707, 1226, 1342, 1334, 1281, 1220, 1485, 1256, 1495, 0.53543305, 997, 1077, 1246, 1409, 1276, 1330, 1598, 1142, 0.54330707, 1226, 1023, 1200, 1199, 1494, 993, 1013, 997, 0.54330707, 1495, 1547, 1801, 1784, 1367, 1659, 1312, 1142, 0.511811, 87, 160, 162, 117, 86, 132, 121, 152
192, 0.5511811, 1496, 1800, 1296, 1186, 1531, 1612, 1114, 1247, 0.54330707, 1611, 1379, 2049, 1794, 1305, 1804, 1704, 1473, 0.5511811, 1496, 1124, 1783, 1412, 1393, 1500, 1556, 1611, 0.5511811, 1247, 1700, 853, 1787, 1596, 1507, 1655, 1473, 0.51968503, 72, 91, 106, 104, 71, 112, 83, 97
193, 0.5590551, 764, 676, 1824, 1560, 1624, 836, 1549, 719, 0.5511811, 1600, 1610, 1701, 1682, 1671, 642, 1638, 1554, 0.5590551, 764, 1747, 838, 1704, 1750, 1464, 823, 1600, 0.5590551, 719, 848, 957, 909, 1067, 812, 837, 1554, 0.52755904, 34, 248, 221, 109, 37, 143, 164, 184
194, 0.56692916, 787, 820, 599, 948, 504, 738, 676, 715, 0.5590551, 557, 671, 749, 614, 914, 736, 707, 878, 0.56692916, 787, 655, 656, 838, 804, 648, 717, 557, 0.56692916, 715, 812, 710, 698, 907, 789, 1146, 878, 0.53543305, 92, 223, 180, 237, 59, 153, 154, 211
195, 0.5748032, 600, 600, 984, 989, 778, 816, 770, 601, 0.56692916, 714, 861, 1066, 866, 732, 722, 1086, 791, 0.5748032, 600, 712, 623, 663, 660, 901, 552, 714, 0.5748032, 601, 550, 827, 522, 757, 437, 660, 791, 0.54330707, 83, 267, 281, 180, 89, 223, 199, 218
196, 0.5826772, 834, 775, 757, 764, 650, 863, 689, 905, 0.5748032, 693, 802, 660, 582, 664, 896, 607, 529, 0.5826772, 834, 682, 939, 732, 683, 623, 942, 693, 0.5826772, 905, 820, 789, 908, 748, 831, 785, 529, 0.5511811, 37, 122, 104, 91, 59, 100, 114, 89
197, 0.5905512, 942, 919, 1049, 1024, 920, 849, 964, 729, 0.5826772, 684, 824, 941, 772, 865, 1000, 891, 908, 0.5905512, 942, 795, 924, 807, 727, 674, 943, 684, 0.5905512, 729, 971, 538, 820, 677, 940, 741, 908, 0.5590551, 96, 168, 150, 100, 59, 94, 119, 153
198, 0.5984252, 467, 816, 841, 816, 1005, 636, 944, 486, 0.5905512, 752, 806, 778, 902, 751, 508, 981, 923, 0.5984252, 467, 745, 637, 764, 792, 869, 591, 752, 0.5984252, 486, 610, 978, 806, 709, 820, 495, 923, 0.56692916, 98, 150, 165, 104, 101, 89, 169, 154
199, 0.6062992, 839, 964, 772, 757, 673, 1016, 807, 699, 0.5984252, 622, 749, 568, 716, 501, 1003, 567, 576, 0.6062992, 839, 719, 941, 506, 453, 602, 959, 622, 0.6062992, 699, 919, 2257, 714, 898, 876, 867, 576, 0.5748032, 68, 131, 98, 117, 41, 108, 114, 126
200, 0.61417323, 2061, 2189, 899, 984, 1073, 2377, 1038, 2156, 0.6062992, 948, 1078, 1040, 988, 1287, 2002, 986, 882, 0.61417323, 2061, 932, 2272, 1000, 1251, 1211, 2340, 948, 0.61417323, 2156, 1983, 1478, 2224, 2181, 2352, 2112, 882, 0.5826772, 69, 162, 99, 97, 68, 91, 171, 150
201, 0.62204725, 1156, 1440, 2143, 2179, 2321, 1336, 2197, 1399, 0.61417323, 2022, 2095, 2042, 2181, 2282, 1437, 2297, 2174, 0.62204725, 1156, 2115, 1366, 2165, 2168, 2174, 1322, 2022, 0.62204725, 1399, 1305, 666, 1309, 1504, 1281, 1391, 2174, 0.5905512, 104, 122, 144, 141, 114, 87, 141, 130
202, 0.62992126, 587, 517, 1507, 1608, 1378, 592, 1532, 469, 0.62204725, 1268, 1265, 1375, 1404, 1399, 741, 1442, 1036, 0.62992126, 587, 1578, 696, 1561, 1404, 1386, 594, 1268, 0.62992126, 469, 635, 422, 534, 592, 560, 543, 1036, 0.5984252, 83, 216, 145, 150, 42, 132, 184, 169
203, 0.63779527, 532, 542, 748, 568, 527, 555, 614, 403, 0.62992126, 558, 651, 761, 534, 484, 477, 624, 446, 0.63779527, 532, 694, 634, 554, 520, 622, 552, 558, 0.63779527, 403, 536, 526, 470, 468, 467, 510, 446, 0.6062992, 129, 388, 330, 190, 108, 252, 346, 371
204, 0.6456693, 629, 655, 632, 637, 520, 475, 458, 524, 0.63779527, 588, 538, 578, 450, 491, 676, 573, 395, 0.6456693, 629, 597, 606, 641, 663, 470, 487, 588, 0.6456693, 524, 484, 595, 564, 707, 643, 580, 395, 0.61417323, 108, 95, 60, 66, 65, 74, 95, 106
205, 0.6535433, 528, 491, 592, 668, 498, 484, 544, 482, 0.6456693, 583, 534, 566, 707, 709, 526, 600, 363, 0.6535433, 528, 745, 573, 612, 520, 560, 486, 583, 0.6535433, 482, 544, 547, 589, 575, 533, 431, 363, 0.62204725, 91, 301, 223, 219, 116, 161, 309, 300
206, 0.6614173, 547, 800, 441, 536, 675, 703, 596, 486, 0.6535433, 405, 478, 456, 500, 523, 531, 481, 417, 0.6614173, 547, 642, 486, 597, 492, 581, 583, 405, 0.6614173, 486, 485, 556, 598, 555, 552, 522, 417, 0.62992126, 82, 84, 114, 100, 134, 112, 147, 114
207, 0.6692913, 721, 705, 569, 523, 763, 826, 635, 552, 0.6614173, 442, 511, 468, 612, 526, 603, 489, 584, 0.6692913, 721, 668, 790, 533, 757, 584, 934, 442, 0.6692913, 552, 708, 451, 811, 589, 612, 620, 584, 0.63779527, 79, 185, 201, 171, 133, 155, 165, 271
208, 0.6771653, 501, 571, 768, 680, 860, 675, 709, 370, 0.6692913, 505, 635, 620, 797, 632, 655, 703, 929, 0.6771653, 501, 725, 555, 822, 1002, 770, 493, 505, 0.6771653, 370, 598, 1695, 568, 423, 426, 381, 929, 0.6456693, 163, 154, 152, 136, 105, 151, 126, 205
209, 0.68503934, 1503, 1677, 718, 485, 597, 1437, 536, 1363, 0.6771653, 571, 546, 655, 486, 766, 1507, 554, 492, 0.68503934, 1503, 745, 1884, 718, 537, 876, 1663, 571, 0.68503934, 1363, 1372, 751, 1389, 1285, 1589, 1587, 492, 0.6535433, 50, 134, 137, 116, 54, 87, 143, 158
210, 0.6929134, 683, 827, 1496, 1453, 1577, 799, 1430, 663, 0.68503934, 1453, 1547, 1550, 1691, 1503, 731, 1544, 1255, 0.6929134, 683, 1858, 760, 1519, 1767, 1620, 627, 1453, 0.6929134, 663, 706, 641, 641, 901, 694, 698, 1255, 0.6614173, 139, 136, 143, 156, 144, 121, 146, 180
211, 0.7007874, 792, 655, 809, 778, 708, 730, 829, 699, 0.6929134, 701, 691, 673, 637, 696, 789, 532, 536, 0.7007874, 792, 859, 946, 826, 657, 687, 864, 701, 0.7007874, 699, 771, 572, 634, 610, 775, 620, 536, 0.6692913, 108, 220, 220, 201, 107, 122, 174, 258
212, 0.70866144, 538, 678, 804, 700, 765, 633, 603, 635, 0.7007874, 657, 938, 901, 613, 735, 882, 823, 576, 0.70866144, 538, 828, 636, 604, 677, 851, 519, 657, 0.70866144, 635, 569, 437, 723, 682, 476, 577, 576, 0.6771653, 114, 180, 179, 135, 111, 162, 158, 241
213, 0.71653545, 387, 404, 564, 571, 564, 374, 645, 305, 0.70866144, 678, 725, 827, 784, 770, 710, 831, 531, 0.71653545, 387, 640, 434, 648, 622, 679, 448, 678, 0.71653545, 305, 370, 1055, 432, 349, 421, 425, 531, 0.68503934, 88, 87, 137, 186, 204, 100, 123, 127
214, 0.72440946, 1345, 1187, 362, 354, 391, 1154, 470, 1101, 0.71653545, 707, 677, 427, 449, 822, 1565, 529, 425, 0.72440946, 1345, 510, 1313, 741, 414, 446, 1378, 707, 0.72440946, 1101, 1089, 461, 1207, 985, 1070, 1167, 425, 0.6929134, 82, 160, 187, 151, 129, 180, 176, 227
215, 0.7322835, 482, 555, 1176, 1202, 1261, 557, 1179, 464, 0.72440946, 1369, 1566, 1394, 1302, 1563, 459, 1347, 1233, 0.7322835, 482, 1150, 549, 1402, 1183, 1247, 606, 1369, 0.7322835, 464, 471, 538, 494, 387, 426, 452, 1233, 0.7007874, 125, 414, 219, 230, 164, 198, 182, 387
216, 0.7401575, 424, 468, 513, 481, 553, 487, 543, 394, 0.7322835, 604, 583, 591, 535, 535, 537, 533, 463, 0.7401575, 424, 514, 454, 502, 458, 487, 520, 604, 0.7401575, 394, 421, 466, 499, 526, 441, 488, 463, 0.70866144, 103, 210, 239, 256, 198, 229, 171, 271
217, 0.7480315, 481, 586, 467, 443, 546, 504, 397, 446, 0.7401575, 427, 500, 529, 514, 545, 602, 548, 521, 0.7480315, 481, 441, 650, 546, 640, 512, 675, 427, 0.7480315, 446, 638, 1725, 419, 518, 676, 635, 521, 0.71653545, 125, 292, 336, 179, 236, 239, 266, 428
218, 0.7559055, 1699, 1630, 536, 449, 527, 1640, 551, 1394, 0.7480315, 725, 709, 588, 581, 519, 2086, 608, 527, 0.7559055, 1699, 786, 1618, 591, 628, 677, 1725, 725, 0.7559055, 1394, 1771, 2658, 1440, 1565, 1663, 1506, 527, 0.72440946, 134, 204, 211, 253, 365, 163, 194, 245
219, 0.7637795, 2820, 2904, 1349, 1832, 1470, 3164, 1300, 2764, 0.7559055, 1665, 1858, 1855, 1693, 1436, 2229, 1629, 1358, 0.7637795, 2820, 1438, 3053, 1652, 1603, 1622, 2950, 1665, 0.7637795, 2764, 2701, 1505, 2735, 2996, 2713, 2665, 1358, 0.7322835, 124, 139, 149, 318, 186, 164, 134, 123
220, 0.77165353, 1656, 1677, 3452, 3077, 3086, 1567, 3296, 1675, 0.7637795, 2406, 2122, 2668, 2786, 2715, 1567, 2741, 2817, 0.77165353, 1656, 3357, 1574, 2987, 3005, 3036, 1562, 2406, 0.77165353, 1675, 1600, 539, 1638, 1474, 1513, 1620, 2817, 0.7401575, 180, 357, 213, 326, 312, 237, 282, 381
221, 0.77952754, 437, 529, 1331, 1566, 1730, 579, 1680, 343, 0.77165353, 1395, 1648, 1408, 1653, 1635, 523, 1497, 1364, 0.77952754, 437, 1422, 521, 1438, 1616, 1467, 387, 1395, 0.77952754, 343, 633, 1397, 549, 443, 536, 465, 1364, 0.7480315, 139, 210, 209, 346, 267, 220, 253, 377
222, 0.78740156, 1800, 1447, 703, 524, 601, 1863, 511, 1667, 0.77952754, 518, 488, 613, 480, 500, 1492, 522, 549, 0.78740156, 1800, 561, 1449, 519, 483, 488, 1608, 518, 0.78740156, 1667, 1520, 593, 1468, 1464, 1519, 1557, 549, 0.7559055, 149, 205, 232, 156, 388, 288, 232, 221
223, 0.79527557, 515, 534, 1545, 1498, 1473, 384, 1658, 542, 0.78740156, 1511, 1512, 1361, 1423, 1530, 582, 1619, 1480, 0.79527557, 515, 1401, 646, 1515, 1636, 1467, 771, 1511, 0.79527557, 542, 358, 904, 596, 479, 425, 528, 1480, 0.7637795, 189, 228, 250, 237, 460, 369, 310, 332
224, 0.8031496, 1263, 1283, 463, 464, 603, 1279, 629, 1283, 0.79527557, 542, 574, 753, 623, 770, 1106, 704, 660, 0.8031496, 1263, 641, 1012, 484, 560, 754, 1021, 542, 0.8031496, 1283, 1142, 952, 1258, 806, 973, 970, 660, 0.77165353, 190, 181, 181, 193, 592, 271, 228, 179
225, 0.8110236, 567, 791, 1080, 1109, 1359, 856, 1009, 685, 0.8031496, 1292, 1062, 1053, 1430, 1025, 913, 977, 1201, 0.8110236, 567, 1105, 939, 864, 1054, 864, 830, 1292, 0.8110236, 685, 860, 564, 614, 1033, 997, 903, 1201, 0.77952754, 161, 296, 251, 242, 195, 447, 391, 338
226, 0.81889766, 483, 552, 932, 861, 656, 660, 939, 502, 0.8110236, 601, 746, 788, 538, 1031, 679, 828, 445, 0.81889766, 483, 793, 532, 1014, 867, 850, 705, 601, 0.81889766, 502, 616, 247, 645, 768, 598, 586, 445, 0.78740156, 185, 260, 256, 193, 385, 553, 357, 265
227, 0.8267717, 539, 283, 607, 835, 646, 301, 552, 316, 0.81889766, 473, 741, 730, 705, 517, 462, 754, 642, 0.8267717, 539, 652, 270, 655, 492, 656, 333, 473, 0.8267717, 316, 308, 783, 588, 335, 393, 336, 642, 0.79527557, 184, 287, 251, 268, 364, 360, 352, 335
228, 0.8346457, 569, 759, 379, 295, 391, 769, 392, 820, 0.8267717, 388, 563, 440, 388, 387, 821, 456, 403, 0.8346457, 569, 315, 688, 416, 364, 387, 773, 388, 0.8346457, 820, 865, 495, 612, 863, 675, 611, 403, 0.8031496, 208, 296, 207, 162, 128, 431, 433, 309
229, 0.8425197, 523, 590, 594, 798, 779, 680, 811, 470, 0.8346457, 920, 699, 734, 769, 808, 630, 737, 874, 0.8425197, 523, 631, 616, 684, 777, 627, 504, 920, 0.8425197, 470, 472, 243, 729, 916, 812, 920, 874, 0.8110236, 292, 205, 203, 184, 159, 372, 286, 173
230, 0.8503937, 109, 204, 630, 586, 653, 244, 447, 152, 0.8425197, 497, 439, 576, 574, 787, 409, 859, 652, 0.8503937, 109, 595, 300, 872, 962, 968, 237, 497, 0.8503937, 152, 211, 236, 205, 211, 314, 231, 652, 0.81889766, 282, 350, 343, 213, 213, 482, 506, 444
231, 0.8582677, 118, 158, 259, 244, 291, 178, 207, 126, 0.8503937, 146, 253, 301, 390, 233, 209, 222, 149, 0.8582677, 118, 280, 181, 280, 188, 286, 224, 146, 0.8582677, 126, 194, 629, 178, 184, 292, 300, 149, 0.8267717, 276, 295, 333, 214, 150, 339, 619, 393
232, 0.86614174, 556, 412, 219, 160, 181, 506, 142, 495, 0.8582677, 190, 233, 231, 228, 211, 570, 296, 164, 0.86614174, 556, 171, 621, 182, 243, 306, 805, 190, 0.86614174, 495, 598, 941, 760, 425, 696, 802, 164, 0.8346457, 275, 378, 373, 298, 161, 482, 566, 451
233, 0.87401575, 609, 643, 769, 629, 508, 645, 404, 612, 0.86614174, 547, 429, 882, 758, 734, 824, 458, 507, 0.87401575, 609, 528, 578, 685, 581, 536, 846, 547, 0.87401575, 612, 726, 2726, 733, 690, 826, 823, 507, 0.8425197, 285, 354, 252, 335, 245, 530, 517, 371
234, 0.88188976, 2999, 2392, 934, 1084, 779, 2950, 583, 2929, 0.87401575, 665, 706, 1001, 973, 751, 2923, 811, 588, 0.88188976, 2999, 766, 2644, 701, 721, 742, 2377, 665, 0.88188976, 2929, 2627, 1187, 2264, 2349, 2426, 2181, 588, 0.8503937, 404, 430, 346, 332, 227, 346, 585, 433
235, 0.8897638, 483, 1396, 2525, 2387, 2366, 888, 2859, 755, 0.88188976, 2825, 2669, 2293, 2440, 2678, 918, 2236, 2766, 0.8897638, 483, 2676, 1110, 2287, 2522, 2184, 911, 2825, 0.8897638, 755, 1120, 866, 1318, 1119, 1404, 1116, 2766, 0.8582677, 354, 411, 347, 380, 215, 368, 493, 519
236, 0.8976378, 392, 1078, 1147, 1138, 1057, 786, 972, 574, 0.8897638, 714, 1038, 1463, 1110, 1001, 705, 1123, 880, 0.8976378, 392, 726, 675, 1168, 739, 1469, 677, 714, 0.8976378, 574, 1119, 2255, 1058, 1102, 739, 722, 880, 0.86614174, 518, 421, 358, 342, 274, 315, 643, 582
237, 0.9055118, 2227, 2371, 814, 697, 937, 2041, 745, 2261, 0.8976378, 504, 940, 730, 631, 761, 1821, 753, 434, 0.9055118, 2227, 647, 2249, 568, 474, 742, 2400, 504, 0.9055118, 2261, 2406, 2797, 2299, 2335, 2517, 2354, 434, 0.87401575, 409, 731, 605, 432, 371, 451, 710, 790
238, 0.9133858, 3973, 2614, 2173, 2297, 2378, 3147, 2536, 3623, 0.9055118, 2039, 2167, 2314, 2396, 2006, 3151, 2189, 2261, 0.9133858, 3973, 2265, 3131, 2671, 2115, 2364, 2850, 2039, 0.9133858, 3623, 2774, 349, 2314, 2558, 2283, 2634, 2261, 0.88188976, 490, 767, 571, 444, 427, 496, 612, 871
239, 0.9212598, 341, 499, 2647, 2767, 2980, 432, 3031, 417, 0.9133858, 3511, 3038, 2438, 2653, 2708, 450, 2638, 3345, 0.9212598, 341, 3500, 373, 2402, 3040, 2256, 316, 3511, 0.9212598, 417, 257, 3, 620, 783, 589, 680, 3345, 0.8897638, 492, 800, 576, 502, 341, 454, 649, 933
240, 0.92913383, 2, 3, 456, 392, 412, 8, 338, 4, 0.9212598, 570, 341, 378, 417, 613, 4, 862, 728, 0.92913383, 2, 309, 2, 605, 877, 792, 1, 570, 0.92913383, 4, 4, 1, 6, 5, 9, 9, 728, 0.8976378, 476, 659, 637, 560, 341, 453, 599, 864
241, 0.93700784, 2, 2, 7, 2, 4, 2, 4, 2, 0.92913383, 4, 1, 7, 6, 5, 29, 2, 1, 0.93700784, 2, 2, 1, 2, 7, 9, 2, 4, 0.93700784, 2, 2, 3, 2, 2, 6, 4, 1, 0.9055118, 543, 652, 624, 576, 446, 432, 523, 998
242, 0.9448819, 1, 2, , 1, 1, 1, 1, 1, 0.93700784, 1, 1, 28, 1, 2, 1, 2, 1, 0.9448819, 1, 1, 3, 1, 1, 3, 3, 1, 0.9448819, 1, 4, 1, 3, 4, 7, 3, 1, 0.9133858, 655, 833, 750, 620, 546, 549, 669, 1100
243, 0.96062994, 1, , , 1, 2, , 1, 3, 0.9448819, 1, 4, 3, 3, 2, 1, 3, 1, 0.96062994, 1, 2, , 1, 1, 6, , 1, 0.9527559, 3, 3, , , 4, 4, 3, 1, 0.9212598, 825, 793, 819, 645, 669, 559, 672, 998
244, , , , , 2, 3, , 2, 1, , , 2, 7, 5, 2, , 3, , , , , , , , , , , 0.96062994, 1, , , , 1, 1, , , 0.92913383, 960, 971, 887, 783, 886, 616, 920, 1067
245, , , , , , , , , , , , , 1, , , , , , , , , , , , , , , , , , , , , , , , 0.93700784, 1069, 783, 730, 871, 784, 717, 608, 778
246, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.9448819, 1262, 1441, 1191, 1044, 935, 965, 981, 1166
247, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.9527559, 1510, 1605, 1605, 1442, 1164, 1247, 1294, 1454
248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.96062994, 2056, 2250, 2079, 1877, 1783, 1521, 1802, 1966
249, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.96850395, 3062, 2907, 2633, 2583, 2315, 2394, 2441, 2660
250, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.97637796, 5257, 4969, 4797, 4851, 4901, 4327, 4328, 4765
251, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.984252, 8088, 7923, 8143, 8257, 7843, 7463, 7551, 7955
252, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.992126, 48625, 45620, 49002, 51027, 54304, 52354, 49686, 44531
253, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
254, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
